±lliqe-	to have trouble V-ing or with one’s N	qavaghlliquq ‘he has insomnia’ (from qavagh- ‘to sleep’); ilulliquq ‘he’s in a bad mood’ (from ilu ‘inside’); nelliquq ‘he’s behaving badly’ (lexicalized, from nae ‘place, home’); paarghulliquq ‘he has appendicitis’ (from paarghuk ‘appendix’); pineghlliquq ‘he’s being obstinate, stubborn’ (from pineq ‘the activity of doing things’); qaneghlliquq ‘he’s gossiping’ (lexicalized, from qanegh- ‘to speak idly’); qenngulliquq ‘he’s frowing or squinting’ (from qenngu ‘brow area’); tuyelliquq ‘he has aching shoulders’ (from tuyae ‘shoulder’); ululliquq ‘he’s being sarcastic, speaking inappropriately’ (lexicalized, from ulu ‘tongue’); umyugaghlliquq ‘he has a difficult disposition’ (from umyugaq ‘mind’); uyaqulliquq ‘he has neck pains’ (from uyaquq ‘neck’); aqsalliquq ‘he has a stomachache’ (from aqsa ‘stomach’)	-лиқы-	
±llug-	to V in an undesirable or bad way; for undesirable or bad one to V		-льюг-	
±lluggaq	dear little meek N	yulluggaq ‘dear little meek man’ (from yu<u>k ‘person’); Legan savigpani amuluku nanevgalluggaq tawavek piighaghlluku tuqutaa. ‘And so pulling out his great big knife he killed the little ol’ man, cutting him up.’ (from nanevgaq ‘old man’) (QATEP. 26)	-льюхақ	
±lluk	poor quality N; bad N; undesirable N; N not in its ideal state	yulluk ‘bad man’ (from yu<u>k ‘man’); iyelluk ‘eye trouble’ (from iyae ‘eye’); ilulluk ‘bad-tempered person’ (from ilu ‘insides’); neqelluk ‘old food’ (from neqae ‘food’); tepelluk ‘bad odor’ (from tepae ‘odor’); eslalluk ‘rain’ (from esla ‘weather’); itegalluk or itegaghlluk ‘sore or infected foot’ (from itegaq ‘foot’); naasqughlluk ‘aged fish head’ (from naasquq ‘head’); qaneghlluk ‘gossip’ (lexicalized, from qaneq ‘mouth’ (or qanegh- ‘to speak idly’)); tanqighlluk ‘bright moonlight’ (lexicalized, from tanqiq ‘moon’); angyaghlluk ‘small ice floe used as a makeshift boat or raft to cross open water’ (lexicalized, from angyaq ‘boat’); tugutluk ‘fossilized tusk’ (lexicalized, from tugun ‘tusk’)	-льюк	
–lqiinagh-	to V for a long time	= -lqinagh-	-льқӣнаӷ-	
–lqinagh-	to V for a long time	… igleghtuq, igleghtuq, igleghtelqinaghluni, kii, nenglughrukutaaghllak esghaghaa. ‘… he traveled, and traveled and after traveling for a long time, lo and behold he saw a great big house.’ (from igleghte- ‘to travel’) (AYUM. UNGIP. II:26); cf. -lqiinagh-	-льқинаӷ-	
–lqusiigh-	to V angrily	akuzilqusiightuq ‘he’s making sharp, caustic remarks’ (from akuzi- ‘to speak’)	-льқусӣӷ-	
–lqusiq	all N; throughout the N; since last N; big N	used with time words; yields forms which may function as nouns or adverbial particles; aghnelqusiq ‘all day’ (from aghneq ‘day’); unulqusiq ‘all night’ (from unuk ‘night’); unaalqusiq ‘all morning’ (from unaaq ‘morning’); kiilqusiq ‘all summer’ (from kiik ‘summer’); uksulqusiq ‘all winter’ (from uksuq ‘winter’); upenghalqusiq ‘all spring’ (from upenghaq ‘spring’); ayumilqusiq ‘all year’ (from ayumiq ‘year’); ighivgalqusiq ‘since last year’ (from ighivgaq ‘last year’); aawhkalqusiq ‘since some time ago’ (from aawhkan ‘a while ago’); Maani quyngighniighuluta quunpeng kiilqusiq uksulqusiq quyngiq nayuqluku ayuqegkefut, quyngighniighllagulghiikut. ‘After we started herding reindeer here always, it seems, we’d watch the reindeer, all summer and all winter.’ (from kiik ‘summer’, and uksuq ‘winter’) (SIVUQ. UNGIP. 21); Nome-elluteng tagiyalghiimeng, sloop-engumalghiit Cheechako-nguftuq aatgha angyaghpalqusighraagpak ataasimeng napaghyaqelghii. ‘Having gone to Nome when the one that was a sloop came its name was Cheechako, a fairly big ship having a single mast.’ (from angyaghpak ‘ship’) (SIVUQ. NANGAGH. 3:112)	-льқусиқ	
–lqwaaq	old N	non-productive; aghnalqwaaq ‘old woman’ (from aghnaq ‘woman’); = -rqwaaq, -sqwaaq	-льқӱāқ	
@+lugh-	to V a little; little one V-s 	piyuglughtuq ‘he walked a little; the little one walked’ (from piyug- ‘to walk’); kaallughtuq ‘the little one arrived’ (from kaate- ‘to arrive’)	-люӷ-	
–lugpigaq	fine old N	angyalugpigaq ‘fine old boat’ (from angyaq ‘boat’)	-люхпигақ	
–luk	old (in age) N	angyaluk ‘old boat’ (from angyaq ‘boat’); qikmiluk ‘old dog’ (from qikmiq ‘dog’); Kiigmi enraq temkaluget aghvigluku, satangi kavighlluki piiqiit kamengllaghaqiit. ‘In the summer they would wash the old sealskin pants, color their skin side re, and make them into boots.’ (from temka(k) ‘sealskin pant(s), trouser(s)’) (SIVUQ. NANGAGH. 1:114)	-люк	
-ma-	to have V-ed or been V-ed; to be in a state of having V-ed or been V-ed; with participial mood: to evidently have V-ed or been V-ed	see @~:(i/u)ma-		
-mafte-	how much subject evidently has V-ed!	see @~:(i/u)mafte-		
-magh-	while V-ing	see at @~:(i/u)magh-		
-man	the time while V-ing; the course of V-ing	see @~:(i/u)man		
-manginagh-	V-ing every time; V-ing the whole time	see @~:(i/u)manginagh-		
-mangite-	to not have V-ed	see @~:(i/u)mangite-		
+mete-1	to be V	a contraction of the 4th person singular quantifier/qualifier ending +mi and the archaic verb base ete- ‘to be’; now a postbase in its own right as can be seen by the fact that it can take endings other than 3rd person singular; iqragmetuq ‘it is uneven’, iqragmetut ‘they are uneven’, iqragmelnguq ‘an uneven thing’ (from postural root iqrag- ‘uneven’)	-мыты-1	
–mlaagh-	V a little	= -mraagh-, -mzaagh-, -mleghagh-, -mreghagh-, -mzeghagh-, -vlaagh-, -vleghagh-	-мля̄ӷ-	
–mlaaq	little bit of N or little thing like N	= -mraaq, -mzaaq, -mleghaq, -mreghaq, -mzeghaq, -vlaaq, -vlegaq	-мля̄қ	
–mlegagh-	V a little	akuzimleghaghtuq ‘he’s whispering’ (from akuzi- ‘to speak’); = -mlaagh-, -mraagh-, -mzaagh-, -mreghagh, -mzeghagh-, -vlaagh-, -vleghagh-	-млыӷаӷ-	
–mleghaq	little bit of N or little thing like N	= -mlaaq, -mraaq, -mzaaq, -mreghagh, -mzeghaq, -vlaaq, -vleghaq	-млыӷақ	
–mraagh-	V a little	= -mlaagh-, -mzaagh-, -mleghagh-, -mreghagh-, -mzeghagh-, -vlaagh-, -vleghagh-	-мрāӷ-	
–mraaq	little bit of N or little thing like N	= -mlaaq, -mzaaq, -mleghaq, -mreghaq, -mzeghaq, -vlaaq, -vleghaq	-мрāқ	
–mreghagh-	V a little	= -mlaagh-, -mraagh-, -mzaagh-, -mleghagh-, -mzeghagh-, -vlaagh-, -vleghagh-	-мрыӷаӷ-	
–mreghaq	little bit of N or little thing like N	= -mlaaq, -mraaq, -mzaaq, -mleghaq, -mzeghaq, -vlaaq, -vlegaq	-мрыӷақ	
–mrugnite-	to seem to be somewhat V	used with descriptive verb bases; aangemrugnituq ‘it seems to be somewhat big’ (from aange- ‘to be big’)	-мругниты-	
–msiigh-	to V ineffectively or without putting effort into it; to V under conditions of hardship	qepghamsiightuq ‘he's working but ineffectively or not very hard’ (from qepghagh- ‘to work’); qavamsiightuq ‘he's sleeping lightly’ (from qavagh- ‘to sleep’)	-мсӣӷ-	
–msiiq	something like N	qikmimsiiq ‘something like a dog’ (from qikmiq ‘dog’); = -siiq	-мсӣқ	
–msug-	to casually V; to nonchalantly V	qepghamsugtuq ‘he's working casually’ (from qepghagh- ‘to work’); neghemsugtuq ‘he snacked’ (from negh<e>- ‘to eat’); ungipamsugtuq ‘he told about some not too major event that happened’, ungipamsugutaa ‘he told him about a not major event’ (from ungipagh- ‘to tell’)	-мсюг-	
–msuggaq*	no N; virtually no N	avamsuggaq ‘virtually nothing’ (from root  ava- as in avangituq ‘it is lacking’); qallemsuggaq ‘quietly’ (from qalleg- ‘to speak’); Akimsuggangunaan urang, qamagtengngwaaghwaaghluku qepghalghii, enkaangam quynginguutkayuguyalghii, tuqutanguutaqelghii. ‘Since the price was low every one of the workers had a chance to buy reindeer meat or carcasses.’ (from aki ‘price, value’) (SIVUQ. NANGAGH. 2:84)	-мсюхақ	
–msuggiite-	to completely lack N	yumsuggiituq ‘there’s no one around’ (from yu<u>k ‘person’); akimsuggiituq ‘it is very cheap, is worth very little’ (from aki ‘value, price’)	-мсюхӣты-	
–mzaagh-	V a little	= -mlaagh-, -mraagh-, -mleghagh-, -mreghagh-, -mzeghagh-, -vlaagh-, -vlegagh-	-мзя̄ӷ-	
–mzaaq	little bit of N or little thing like N	= -mlaaq, -mraaq, -mleghaq, -mreghaq, -mzeghaq, -vlaaq, -vleghaq	-мзя̄қ	
–mzegagh-	V a little	= -mlaagh-, -mraagh-, -mzaagh-, -mleghagh-, -mreghagh-, -vlaagh-, -vleghagh-	-мзыӷаӷ-	
–mzeghaq	little bit of N or little thing like N	= -mlaaq, -mraaq, -mzaaq, -mleghaq, -mreghaq, -vlaaq, -vleghaq	-мзыӷақ	
-n	device for V-ing; instrument for V-ing	see @~:(u)n		
@~+neq2	the result of V-ing; thing associated with V-ing	non-productive; forms are lexicalized; qavaghneq ‘a day and night spent’ (from qavagh- ‘to sleep’); aavneq ‘a half; a half-dollar’ (from aveg- ‘to divide in two’); drops te from bases altogether: kumlaneq ‘cold thing’ (from kumlate- ‘to be cold’); ikighneq ‘an opening’ (from ikighte- ‘to open’)	-нық2	
?neq3	the one or ones which are V to the greatest extent; more (the one or ones which are V to the greatest extent)	used with verbs describing quantifiable qualities; takes possessed endings; aangenghat ‘the largest one of them or the one larger than they are’, aangenghit ‘the largest ones of them or the ones larger than they are’ (from aange- ‘to be large’); cf. -lleq2	-нық3	
~:(ng)i:ghute-	to become N-less; to have lost one's N	ng is used only with bases ending in vowels; gh is used only if base ends in CVgh where V is a full vowel (that is, the gh of the postbase is subject to intervocalic uvular droping which will always occur unless a base-final gh has been dropped since it was between single full vowels); ugingiituq ‘she has lost her husband’ (from ugi ‘husband’, via *uginghighutuq and *ugingiutuq); nulighhiituq ‘he has lost his wife’ (from root  nulighh- ‘wife’, via *nulighhighutuq and *nulighhiutuq); qikmiighutuq ‘he doesn't have dogs anymore’ (from qikmiq ‘dog’, via qikmighighutuq); panigiituq ‘he doesn't have a  daughter anymore’ (from panik ‘daughter’, via *panigighutuq and *panigiutuq); ighneghiituq ‘he no longer has sons’ (from ighneq son’, via *ighneghighutuq and *ighneghiutuq); avaqutiighutuq ‘he no longer has children’ (from avaqutaq ‘child’, via *avaqutaghighutuq and *avaqutaighutuq); further examples: sikungiituq ‘it has become ice-free’ (from siku ‘ice’); aawiituq ‘it has lost blood’ (from aakw ‘blood’); angyiighutuq ‘he no longer has a boat’ (from angyaq ‘boat’); umyugiighutuq ‘he has lost his mind’ (from umyugaq ‘mind’); aviighutuq ‘it has disappeared; he is dead’ (from root avagh- as in avamsuggaq ‘nothing at all’, aviituq ‘it isn’t here’, and aviighaa ‘he wiped it away’); Tagneghtestaghpenga, – uyavaneng, esghaghaqnaghaatnga ukazit, afsengaat. Natenngam ivaghiniighnaqsinga? Nalluniighutestaghpenga! ‘You have turned me black – from the distance the hares and mice will see me. How, then, am I to hunt? You have caused me to now be without any camoflage!’ (AANGHHAQ 28)	-(ң)иӷуты-	
@~:(ng)igate-	to never V; to not be V-ing at the present time	neghigatii ‘he never eats them’ or  ‘he isn't eating them’ (from negh<e>- ‘to eat’); qaviigatuq ‘he never sleeps’ or ‘he isn't sleeping’ (from qavagh- ‘to sleep’); neghyugigatanka ‘I never want to eat them’ or ‘I don't want to eat them’ (from neghyug- ‘to want to eat’); iitghigatuq ‘he doesn’t come in’ or ‘he isn’t in the process of coming in now’ (from itegh- ‘to come in’); taaqigatuq ‘he never quits’ or ‘he isn't quitting right now’ (from taaqe- ‘to quit’); ng used only with bases ending in full vowels; qiyangigatuq ‘he never cries, he doesn't cry’ or ‘he isn't crying’ (from qiya- ‘to cry’); changes base-final t to s; examples: laalighsigataanga ‘he never  visits me’ or ‘he isn't visiting me’  (from laalighte- ‘to visit’); kaasigatut ‘they never arrive’ or ‘he isn’t arriving right now’ (from kaate- ‘to arrive’); see also -(g)aqe- of which this postbase is the negative	-(ң)игаты-	
~:(ng)igh-	to lose N; to be injured in one's N; to remove N	ng used with bases that end in vowels; sikungighaa ‘he removed the ice from it’ (from siku ‘ice’); tuumngightuq or tumangightuq ‘it has lots the footprints (that were on it)’ (from tumae ‘track’) talliightuq ‘he lost an arm; his arm got injured’ (from talliq ‘arm’); kemgightuq ‘it has lost its flesh, skin’ (from kemek ‘flesh, skin’)	-(ң)игиӷ-	
~:(ng)iitaq	protective device for or like N; device to prevent V-ing	sigutngiitak ‘earmuffs’ (from sigun ‘ear’); saayngiitaq ‘apron’ (from sayae ‘front’); nasaghiitaq ‘scarf’ (from nasaq ‘hood, hat’); naasqughiitaq ‘headband’ (from naasquq ‘head’); aqsaqughiitaq ‘snack to keep the stomach from growling’ (from aqsaquq ‘stomach’); uullghiitaq ‘brace; device to prevent something from falling over’ (from ullegh- ‘to fall over’)	-(ң)ӣтақ	
:(ng)inagh-	to only V; to go right on V-ing	qiyanginaghtuq ‘he goes right on crying’ (from qiya- ‘to cry’); neghinaghtuq or neghnginaghtuq ‘he only eats, goes right on eating’ (from negh<e>- ‘to eat’); qaviinaghtuq ‘he goes right on sleeping’ (from qavagh- ‘to sleep’); igleghtengnginaamaluteng ‘as they went on traveling’ (from igleghte- ‘to travel’); naavumanginaghtuq ‘it is worsening’ (from naavuma- ‘to be in a broken state’)	-(ң)инаӷ-	
~:(ng)inaq*	only N; just N; exactly N	aghniinaat ‘only women’ (from aghnaq ‘woman’); yuginaq ‘twenty’ (lexicalized; from yu<u>k ‘person’)	-(ң)инақ	
~:(ng)isag-	to lack N; to need N	uqiisagtuq ‘he needs seal oil’ (from uquq ‘seal oil’); maningisagtuq ‘he needs money’ (from mani ‘money’); meghisagtuq ‘he needs water’ (from meq ‘water’)	-(ң)исаг-	
~:(ng)isug-	to have insufficient N	qikmiisugtuq ‘he doesn't have enough dogs’ (from qikmiq ‘dog’); Iingunaghhaghmi Sivuqaq pagsingakaaguq tawani tengegkayiisuggaalleghmi allaghlluggaghyugem saam legreyugem. ‘All of Gambell was present, in as much as they had totally lacked (experience with) airplanes (at that time), because it was so different and curiosity provoking.’ (from tengegkayuk ‘airplane’) (SIVUQ. NANGAGH. 1:54)	-(ң)исуг-	
~:(ng)ite-	to lack N or the quality of V; to not have N or V	nunangituq ‘it lacks land’ (from nuna ‘land’); puungituq ‘it doesn't have a handle’ (from puu ‘handle’); tuumngituq or tumangituq ‘it doesn’t have footprints or a trail’ (from tumae ‘footprint’); sigutngituq or sigutangituq ‘it lacks ears’( from sigun ‘ear’); yughaghtengitut ‘they don't have a minister’ (from yughaghta ‘minister’); angyiituq ‘he doesn't have a boat’ (from angyaq ‘boat’); atkugituq ‘he doesn't have a parka’ (from atkuk ‘parka’); aatghituq ‘it doesn’t have a name’ (from ateq ‘name’); used with a limited group of verb bases only: puqigituq ‘he lacks intelligence’ (from puqig- ‘to be smart’); sukangituq ‘it lacks speed, it is slow’ (from root  suka- as in sukate- ‘to be fast’)	-(ң)иты-	
~:(ng)ite-	to lack N or the quality of V; to not have N or V	see ~:(ng)ite-		
~:(ng)u-	to be N; is N; for there to be N (weather condition); to be V-ing; to be V-habitually or as an occupation; while in the process of V-ing	atanguuq ‘he is a father’ (from ata ‘father’); naanguuq ‘she is a mother’ (from naa ‘mother’); neqnguuq ‘it is food’ (from neqae ‘food’); tuumnguuq ‘it is a footprint’ (from tumae ‘footprint’); sigutnguuq ‘it is an ear’ (from sigun, siguta ‘ear’); gguutnguuq ‘it is a tooth’ (from gguta ‘tooth’); riigtenguuq ‘it is a den’ (from riigta ‘den’); aghnaaguq ‘it is a woman’ (from aghnaq ‘woman’); qikmiiguq ‘it is a dog’ (from qikmiq ‘dog’); nengyuuguq ‘she is a grandmother’ (from nengyuq ‘grandmother’); kaviighuuq ‘it is a fox’ (from kaviiq ‘fox’); aatghuuq ‘it is a name’ (from ateq ‘name’); saviguuq ‘it is a knife’ (from savik ‘knife’); with weather condition (and similar) nouns: eslalluguuq ‘it is raining’ (from eslalluk ‘rain’); tagituguuq ‘it is foggy’ (from tagituk ‘fog’); qaniguuq ‘it is snowing’ (from qanik ‘snow in the air’); siqineghlluguuq ‘it is very sunny’ (from siqineghlluk ‘excessive sun’); may be used in this sense with transitive endings of the subordinative mood: unaanguluku ‘when morning came’ (irregular, from unaaq ‘morning’); umegneghuluku ‘when a there was a blizzard’ (from umegneq ‘blizzard’); with verb bases: qavaaguq ‘he is sleeping’, qavaawa? ‘is he sleeping?’ (the w rather than g here reveals underlying au; from qavagh- ‘to sleep’); qinuyuguuq ‘he is sick’ (from qinuyug- ‘to get sick’); igaghyaaguq ‘he is a student’ (from igaghyagh- ‘to go to school’); elngaatall ghhuutkaqistek tagingulutek? ‘were you2 very cold as you were coming here?’ (from tagi- ‘to come’); Neghighluku yuget ipigkingwaaghluteng ayuqaqelghiit uksumi an’gineghmeggni napinghitnguluteng. ‘ Long ago men used short boots of shaved sealskin in winter for casual wear when they were not hunting.’ (from napinghite- ‘to not hunt’) (SLI JR. DICT. 66)	-(ң)у-	
~:(ng)ughte-	to become N; for there to start to be N (weather condition)	sangughtuq ‘it became something; it changed’ (from sa ‘thing’); yughaghtengughtuq ‘he became a minister’ (from yughaghta ‘minister’); with weather condition nouns a transitive ending with impersonal subject may be used: qanigughtaa ‘it is starting to snow’ (from qanik ‘snow in the air’); eslallugughtaa ‘it is starting to rain’ (from eslalluk ‘rain’); umegneghughsimakanga ‘a blizzard has arisen’; (from umegneq ‘blizzard’); but intransitive is also possible, qagingughtuq ‘the surf is coming up’ (from qagi ‘surf’); kaftekragughtaa ‘it began to hail’ (from kaftek ‘hail’)	-(ң)уҳты-	
–ngagh-	to habitually V	non-productive; teglengaghtuq ‘he is a thief’ (from tegleg- ‘to steal’); iqlengaghtuq ‘he is a liar’ (from root iqlu- or iqle- also found in iqlumghu- ‘to doubt, be unsure’ and iqlengiqe- ‘to lie’)	-ңаӷ-	
–nge-	to acquire N; to get N (permanently); to obtain N (permanently); to catch N (game)	nunanguq ‘he or it got land’ (from nuna ‘land’); neqenguq ‘he got food’ (from neqae ‘food’); ggutenguq ‘he got a tooth or teeth’ (from ggutae ‘tooth’); qikminguq ‘he got dogs’ (from qikmiq ‘dog’); atenguq ‘it got a name’ (from ateq ‘name’); Yugem nuliini pimakanga, "Enta waranwha avaqutangukut. …” ‘The man told his wife, “At least we’ve gotten children now. …”’ (from avaqutaq ‘child’) (UNGIPAGHAGH. 37); Upenghaq aghvengegkaagukut. ‘We caught a whale last spring.’ (from aghveq ‘whale’) (SLI JR. DICT. 171)	-ңы-	
–ngestagh-, –ngeltagh-, –ngertagh-	to V in a small way	with this postbase full, non-initial vowels on the base are optionally changed to e, perhaps to emphasize the smallness; nenglangestaghtuq or nenglengestaghtuq ‘he is giggling or tittering’ (from nenglagh- ‘to laugh’); qayungestaghtuq or qayengestaghtuq ‘he had a quick cup of tea’ (from qayugh- ‘to drink tea’)	-ңыстақ, -ңыльтақ, -ңыштақ	
–ngestaq, –ngeltaq, –ngertaq	small N; little N	with this postbase full, non-initial vowels on the base are optionally changed to e, perhaps to emphasize the smallness; angyangestaq or angyengestaq ‘small boat’ (from angyaq ‘boat’); mangteghangestaq or mangteghengestaq ‘small house’ (from mangteghaq ‘house’); saguyangestaq, saguyengestaq or segeyengestaq (but not *sageyangestaq) ‘small drum or drum-like thing’ (from saguyaq ‘drum’)	-ңыстақ, -ңыльтақ, -ңыштақ	
@–nghhaq	one that has recently V-ed	aglanghhaq ‘one who recently went over, went home’ (from aglagh- ‘to go over, to go home’); ighninghhaq ‘newborn baby’ (lexicalized, from ighni- ‘to give birth’); pugimenghhaq ‘young seal’ (lexicalized, from pugime- ‘to swim’); anglinghhaq ‘young man or woman’ (from angli- ‘to grow’); siinghhaq ‘newly formed iced’ (from sii- ‘for a sheet of ice to form on the surface of water’); with this postbase ten becomes nn with e inserted after it to prevent an unpermitted cluster of voiceless followed by voiced consonants: kaanneghhaq ‘one who recently arrived’ (from kaate- ‘to arrive’)	-нҳақ	
@–nghiighte-	to V to a large extent; to V in a big way	qavanghiightuq ‘he's sleeping soundly’ (from qavagh- ‘to sleep’); neghenghiightekan ‘if he eats a lot’ (from ‘negh<e>- to eat’)	-нӷӣҳты-	
@–nghite-	to not V	qiyanghituq ‘he didn't cry’ (from qiya- ‘to cry’); neghenghitaa ‘he didn't eat it’ (from negh<e>- ‘to eat’); qavanghituq ‘he didn’t sleep’ (from qavagh- ‘to sleep’); itenghituq ‘he didn’t enter’ (from itegh- ‘to enter’); with this postbase ten becomes nn with e inserted after it to prevent an unpermitted cluster of voiceless followed by voiced consonants: kaanneghituq ‘he didn't arriving’ (from kaate- ‘to arrive’); ingaghhneghituq he didn't lie down’ (from ingaghte- ‘to lie down’); cf. -llghite-	-нӷиты-	
–ngllagh-	to endeavor to induce one to V; to make N (for (him) or out of (it)); to make one V	qavangllaghaa ‘he tried to get her to sleep, made her sleep’ (from qavagh- ‘to sleep’); piningllaghaa ‘he's tried to get her to behave, made her behave’ (from pinigh- ‘to be good’); anglingllaghaa ‘he's raising her, growing it, making it grow’ (from angli- ‘to grow’); angyangllaghtuq ‘he is made a boat’, angyangllaghaa he is made a boat for her or out of it’ (from angyaq ‘boat’); mangteghangllaghtuq ‘he is made a house’ (from mangteghaq ‘house’); mengllaghtuq ‘he made water (by melting ice)’(from meq ‘water’)	-ңльаӷ-	
–ngsi-	to briefly V; to casually V	probably non-productive; qavangsiiq ‘he took a nap’ (from qavagh- ‘to sleep’)	-ңси-	
–ngu-	without N or V; lacking N or V	replaces the postbase ~sf:(ng)ite-, (from which it is ultimately derived), when the subordinative mood is used; takes subordinative endings marked by -na-, rather than those marked by -lu-; ugingunanga ‘(I) lacking a husband’ (from ugi ‘husband’; cf. ugingitunga  ‘I don’t have a husband’); savingunang ‘(you) lacking a knife’ (from savik ‘knife’; cf. savigituten ‘you don't have a knife’); nasaperangunani ‘(he) being without a hat’ (from nasaperaq ‘hat’; cf. nasaperiituq ‘he doesn't have a hat’); sukangunani ‘(he, she, it) being slow’ (from root suka- ‘speed’; cf. sukangituq ‘it is slow’; note that the subordinative form sukangunani has largely been replaced by sukangilluni)	-ңу-	
–nguq*	one that is V	used only with descriptive or negative verbs ending in te; changes te to l; neghenghilnguq ‘one that didn’t eat’ (from neghenghite- ‘to not eat’);  kavilnguut ‘red things’ (from kavite- ‘to be red’); this morpheme also constitutes the marker of a certain (participial) verb mood having a past implication: qavanghilnguq ‘he didn't sleep’, qavanghilngunga ‘I didn't sleep’ (from qavanghite- ‘to not sleep’); for non-descriptive verbs the postbase -lghii (q.v.) is used  for these functions instead of this postbase 	-ңуқ	
-ngwaagh-1	to diligently V; to thoroughly V; to V at the proper time	see ~–(ghw/ngw/w)aagh-1		
-ngwaagh-2	to V in a non-serious way; to pretend to V; to V for something other than the usual purpose; to play at V-ing	see ~–(ghw/ngw/w)aagh-2		
-ngwaaq	imitation N; artificial N; model N; toy N; pretend N; little bit of N; thing like N	see ~–(ghw/ngw/w)aaq		
+ni2	the smell of N; the odor of N; the taste of N	qugaagni ‘sour smell’ (from qugaak ‘sourness’); uuyni ‘body odor’ (from an unidentified base); puyani ‘smell of rancid oil’ (from puya ‘rancid oil’); leghni ‘flatulent smell’ (from leq ‘flatus’)	-ни2	
+niigh-	to hunt for N; to hunt by means of V-ing; to search for N; to ask for N; to endeavor to V or to obtain N; to carry out the process of V-ing	used especially (but not exclusively) with bases concerning subsistence activities; manigniightuq ‘he's looking for eggs’ (from manik ‘egg’);  qawaagniightuq ‘he's hunting birds’ (from qawaak ‘bird’); ayveghniightuq ‘he's hunting walrus’ (from ayveq ‘walrus’); angyaghniightuq ‘he's hunting with a boat, using a boat to hunt, or asking for a boat’ (from angyaq ‘boat’ or angyagh- ‘to use a boat’); piyaaniightuq ‘he's hunting on foot’ (from piyaa- ‘to walk’); unangniightuq ‘he's hunting seals or other sea mammals’ (from unange- ‘to catch seals or other sea mammals’); guunniightuq ‘he's shooting at game’ (from guute- ‘to shoot’); naapniightuq ‘he's trapping’ (from naapte- ‘to catch with a trap’); mughunniightuq ‘he went hunting on the ice’ (from mughute- ‘to hunt on the ice’); also, anagniightuq ‘he’s on the run’ (from anag- ‘to flee, escape’); ugighhniightut ‘they are snarling’ (from ugighhe- ‘to fight (of dogs)’; penniighta ‘shepherd’ (in Biblical translation; from penniiq ‘sheep’)	-нӣӷ-	
+nite-1	to taste of N	taghyughnituq ‘it tastes salty’ (from taghyuq ‘salt’); uqugnituq ‘it tastes moldy’ (from uquk ‘mold’)	-ниты-1	
%nite-2	to be at N; to be in N	a contraction of the non-singular or possessed singular localis ending %ni and the archaic verb base ete-; angyanitut ‘they are in the boats’, angyaanituq ‘it is in his boat’, angyamnituq ‘it is in my boat’ (from angyaq ‘boat’); cf. -mete-2, -nte-	-ниты-	
-nkuk / -nkut	N and partner; N and associate(s); N and family	see %(e)nkuk / %(e)nkut		
@–nqegsagh-	to V completely, correctly, thoroughly	ulimanqegsaghaa ‘he redid it correctly’ (from ulima- ‘to make’)	-нқыхсаӷ-	
@–nqegsi-	to be good with respect to V-ing	yugunqegsiiq ‘he is healthy’ (from yugu- ‘to live’)	-нқыхси-	
@–nqegtaq	one that V-s easily; one that V-s readily	uzivenqegtaq ‘one that revolves readily’ (from uzive- ‘to revolve’); qelpenqegtaq ‘one that opens easily’ (from qelpegh- ‘to open’); yugunqegtaq ‘healthy person’ (from yugu- ‘to be a person, to live’)	-нқыхтақ	
@–nqegte-	to V easily; to V readily	qelpenqegtuq ‘it opens easily’ (from qelpegh- ‘to open’); yugunqegtuq ‘he is healthy’ (from yugu- ‘to be a person, to live’)	-нқыхты-	
@–nqigte-	to V again	taginqigtuq ‘he came over again’ (from tagi- ‘to come over’); apenqigtuq ‘he repeated what he said’ (from apegh- ‘to tell or confess’); nekeggneqigtaa ‘he restored it, but it back as it belonged’ (from nekegte- ‘to put in the appropriate place’)	-нқихты-	
+nte-	to be at N; to be in N	a contraction of the demonstrative adverb localis ending +ni and the archaic verb base ete-; whaantuq ‘it is right here’ (from wha(ni) ‘here’ (with initial vowel lengthening)); pikantuq ‘it is up above (from pika(ni) ‘up above’); cf. -mete-2, -nite-2	-нты-	
±pag-	to V in a big way; to V intensively; to V excessively	marginally productive; esghapag- ‘to watch, to look at’ (lexicalized; from esghagh- ‘to see’); napaghpagtuq ‘his hopes rose’ (from root napagh- (root) ‘erect’); tupagpagtuq ‘he got quite startled’ (from tupag- ‘to get startled’); aqfaatepagtuq ‘he ran hard’ (from aqfaate- ‘to run’); aghveghapagtuq ‘he killed lots of walrus’ (from ayveghagh- ‘to kill walrus’); ggiistutepagtuq ‘he clenched his teeth hard’ (from ggiistute- ‘to clench one's teeth’); qavaghpagtuq ‘he slept for a long time’ (from qavagh- ‘to sleep’); neghepagtuq ‘he ate a lot’ (from negh<e>- ‘to eat’); qepghaghpagtuq ‘he worked hard’ (from qepghagh- ‘to work’); tenglugpagaa ‘he punched him hard’ (from tenglug- ‘to punch’); cf. -vag-, -ghpak	-паг-	
