kumlasighvig,freezer; ice house
kumlullguunagh,pipit (Anthus spp.)
kumlulqugnag,arctic warbler (Phylloscopus borealis)
kumlu,thumb; bolt (of gun); the number five (in a counting or finger naming jingle for children)
kunukagh,kind of marsh grass
kurgela,cheerful person
kurraagh,one who gets cold easily
kurugagh,pig
kurugiigh,ivory gull (Pagophila eburnea)
kuruwiigh,ivory gull (Pagophila eburnea)
kusge,dirt
kusukagh,glaciated spot where water has dripped and frozen on ground or other surface
kuug,cook
kuukegh,ivory piece between head and shaft of harpoon
kuukgute,source of light
kuule,coal
kuumgute,a certain plant used for scouring cooking utensils, probably horsetail (scouring rush) (Equisetum fluviatile); comb= for grass
kuuni,horse
kuusnegh,pelvis bones of person or animal
kuuvragh,seal net
kuvaghaate,small flatbottomed ivory bird figurine used in a certain game
kuvesilghagh,dump; trash container
kuvuqagh,bullet
kuwaagh,common murre (Uria aalge)
kuyagaagh,meat from spinal area
kuyag,spine (upper part); keel of boat; crack in ice
kuyagugh,spinal sinew
kuyapegagh,vertebra; gear; cogwheel; pinion
kuykuna,duckling
kuynge,pipe (for smoking)
kuyngeraagh,small vessel for sacrifice
kuyulnge,very deep part of river or channel
laageg,lock
laagh,inner edge of pack ice; open water between shore ice and pack ice; flaw polynya; shore lead
laag,lock
laaligh,visitor
laalit,visitors from another place
laalmeghqute,rope used to fasten ribs of boat to frame
laalmig,rib of bent-rib boat; floor piece which lies perpendicular to and across the keel in a flat-bottom boat
laar'ta,lard; shortening
laawaagh,dug out hole in ground for storing meat
lalala,dew on grass
laluwaaye,dried onion; onion; wild chive (Alium schoenoprasum)
laluwaay,dried onion; onion; wild chive (Alium schoenoprasum)
lampa,lumber; board
lata,letter (correspondence or letter of the alphabet); epistle (in the Bible)
lavyu,sweetheart
leghllegh,emperor goose (Chen canagica)
leghni,flatulent smell; rotten odor
legh,flatus; fart
leghughtagh,sound of distant continuing gunfire; accordian (musical instrument)
legreghllag,nosy person; curious person
lelaqa,dog
lengaagh,sound of bell; ringing sound
lengke,avalanche
leveklug,deep hollow vibrating sound (like a plane, boat, or thunder in the distance)
liighqisigh,scissors (when used in dual); knife or saw for cutting out pattern
liighqutagh,pattern for sewing or otherwise making something
liigi,something known; something sensed
liilightuusagh,law; rule of conduct; admonition
liiqnegh,scrap of material; leftover material
liisagh,something (especially food) put aside for someone
lipeghsagh,responsiveness
llaaghwnegh,muscular person; person with large muscles
llaag,the extremities of the body of a whale, person, etc.
lliighqagh,piece of skin that has been cut out
lliisagh,something (especially food) put aside for someone
lliivneqegtagh,flat surface (usually, of a rock)
llimtaagh,something stored away for the future
llivegh,grave
llivelghagh,shelf
lluqwaagh,alaria (Alaria sp.)
lluugh,sling for hunting
lluukegkagh,something caught with a sling
lluu,sling for hunting
lluuyagh,gyrfalcon (Falco rusticolus)
lughtughagh,small shiny fish type; smelt
lugtu,type of lava
luugh,edge of a large expanse of shorefast or moving ice
maaghsigh,kind of kelp
maakumiu,local resident
maamellegh,scar
maamkestaaghhagh*,thin thing; narrow thing
maamkestaagh,thin thing; narrow thing
maamnalghii,dressing for wounds; something that helps a wound to heal
maamsa,pancreas
maantek'ri,small caliber gun
maaqellegh,current in ocean
maaqfig,faucet; pipe (for liquid)
maaqnegh,ocean current flowing from southwest to northeast
maaqutellegh,mud in water
maataghniimna,that one, the same one
maatnegh,warmth
maatneghsiisigh,heater; heat radiator
maavesngwaagh,heavy fog
maayghaagh,bark of tree; hollow end of walrus tusk
maghagh,marshy area
maghhuurka,leaf tobacco
maghlag,gift exchange ceremony after a particular Eskimo dance event held yearly
maghqatusigh,lock; padlock
maghyaghqelliite,food that is eaten first; first course at a meal
maghyaghqughsiite,tow line of sled going all the way to the lead dog
maghyaghqughta,leader; lead dog
maka,diaper or diaperlike thing
makasitagh,diaper cover
makigh,bone with meat on it
makillegh,bone from which meat has all been picked or gnawed
makislag,small bearded seal (Erignathus barbatus)
maklag,adult bearded seal (Erignathus barbatus)
maklagu,intestines of bearded seal
maklawaagh,caterpillar
maklegsagh,snare for seagulls
maklukestagh,surface of sea ice covered with small smooth bumps, suitable for hunting and traveling but causing boat and sled to vibrate when pulled across it
maklu,intermediate level of atmosphere, without much air
maksagagh,young walrus with small tusks
makugnegh,shed fur or hair of animal
malghi,twin
malghugnegh,two things; two groups
malghukuraagh,ship with two masts
malghuutagh,each of two shares given separately (when one given for both would have sufficed)
malighqutagh,ripple; sea swell
maligmute,with the grain; following the common pattern
maligsaaghta,follower; disciple
maligsaaghyaghqagh,guide (book or the like)
mallagh,particle of dust or debris
mallalghutagh,trash container; garbage container
mallate,broom
malliighusigh,broom; bird wing used as broom; vacuum cleaner
mallu,carcass that has drifted ashore; beached carcass; unexpectedly encountered person
mamaasigh,bottle for nursing; babybottle
mamaghiitagh,brassiere
mamaghnagh,burner nozzle; small opening where oil or gas flows out to burner of gas stove, lantern, ect.
mamagh,milk; breast; spike on ice-creeper
mamaghtagh,youngest child
mamaghti,woman or female animal with a suckling child
mamaghwaagh,type of edible seashore life orange in color with yellow dots
mamasugni,aged and whitened skin of beached walrus carcass
mamleg,darkness
manaate,hook, line and sinker
managh,lure for jigging for fish; bait
mangag,outer layer of skin or hide
mangalqugh,callus
mangeg,outer layer of skin or hide
mangkeraasigh,wrench
mangki,monkey
mangneghrag,rope for whaling made from hide of young female walrus; yearling walrus
mangtaagh,bird's nest
mangtag,edible black whale skin; muktuk
mangtagregagh,thin skin from whale mouth area
mangteghagh,house
mangteghapig,traditional dome-shaped Chukchi-style house with walrus skin roofing held in place by rocks hanging from the edge; yaranga
mangteghasqwaagh,summer house (often makeshift, of walrus hide)
mangteghillegh,site of former house or settlement; house ruins
mangtiisigh,a particular incantation
mangugtekagh,whale which has lost some of the skin from its back
manguna,thick walrus skin with hair
manguultagh,dirt caked up on some part of one's body
manig,bird's egg; egg
maniguutusigh,bribe
manilghu,group of walrus coming to shore
manilghutagh,coin purse; wallet; bank
mani,money
manitagh,fixed protective shield (as used in warfare)
manite,fortification against enemy warriors
mantele,mantle (for gas lantern or lamp)
manughagh,immediate front of house
manuleg,fin whale (Balaenoptera physalus)
manungiitagh,bib (as for a baby)
manu,front; chest and neck area right below one's face
maqaasghagh,insulation to keep heat in
maqagh,warmth (of clothes, dwelling, etc.); warm clothes; light and loose fitting snowjacket made from thin skin of young reindeer
maqaghqute,insulation to keep heat in
maqalla,green algae
maqetisigh,device used in making a liquid flow; milkpail
masaqiighwagh,sun oneself
maseghiighusigh,scraper for removing ice from fishing line
masug,core of tusk, bone or root
mayanegh,one that is in poor condition from lack of (proper) food)
maye,pile of things; winnings in a game; heap
mayeqaate,short boot with fold over insole
mayeraaghpag,giant
mayii,slope; the way up
mayngegh,skinny one
mayughaatagh,ladder; staircase; steps
mayughnegh,pile; heap; sternpost of boat; bowpost of boat
mayughtagh,driftwood that is piled on the beach (to be visible and to dry) to be taken later; heap; pile
mayughvig,route leading up
meghaagh,puddle
meghaatagh,soda pop; soft drink
meghagh*,seal breathing hole in ice; open water between large cakes of ice; beverage
megheg,large vessel for melting snow for water; area of open water in pack ice; polynya
meghestivig,cafe where one can drink
meghhagh*,small area of open water in sea ice where one can sit and watch for seals; childhood; infancy
meghllag,large area of open water; polynya
meghnag,translucent ambercolored rock; agate
megh,water; ocean; vessel for melting snow for water (when used in dual); area of open water in pack ice; polynya
meghtaghvig,well; place to get water
meghute,dipper; cup; can of food
meghutlug,empty can
meghyaghqagh,something to drink
meghyaghqughta,leader; lead dog
mekelghiigh,boy
mekellite,strip of fabric on a sail which can be tied to shorten the sail
mekestaaghhagh*,small thing; little thing
mekestaagh,small thing; little thing
mekiitleg,wolf fish (Anarhichas lepturus)
mekughmighaleg,walrus with long tusks that touch or cross at the tips
melangaagh,downy feather; very young person (slang)
melghutagh,water container; canteen
melligh,type of edible root (?)
mellug,rude person
mellugraagh,bad water
mellugtuqute,button part of hair beads
mellutagh,plug; cover for an opening
melngugh,beetle; water beetle
melngu,beetle; water beetle
melqiighagh,dehaired skin (especially, of bearded seal)
melqiiqagh,dehaired skin (especially, of bearded seal)
melqiite,rock used to pound sea mammal skin to remove the hair
melqugh,fur; feather; body hair
melqughqwaagh,feather or fur that has been strewn over an area
melqupag,shaggy or longhaired dog; arctic loon (Gavia arctica)
melquvyaagh,fine, short or sparse hair
melquvzeghagh,fine, short or sparse hair
melugyagh,jellyfish
melugyaghqagh,smoking tobacco
melyugraagh,bad voice
memeghnaagh,tree stump with roots
menegh,act of drinking
mengelgha,noise of a lot of people together
mengghaalugraagh,vocal but nonspeech sound(s); babbling; mumbling
mengqugh,goose bump; feather stem on birdskin; popping sound
mengteghagh,house
mengteghangwaagh,cabin; seasonal house
mengulghuug,hum
mengwaag,moaning; groaning; vocal but nonspeech sound(s); unintelligible voices heard in the distance
mengyagh,unwanted spirit attracted by excessive noise
me,voice
menutuqagh,loud sound (of knocking, shouting etc.)
mepig,good fresh water
meqagh,hide that has been processed, usually be aging, to remove hair or fur
meqenghagh,one that is or has become furless or hairless; bald person (slang)
meqralqagh,bald spot(s)
meraaghinagh,open water; nothing but water
mesag,bog
mesaqaaghagh*,snow bunting (Plectrophenax nivalis); white wagtail (Motacilla alba)
mesiigh,oil; oil dip for food
mesiighqusigh,kerosene
mesiilghutagh,vessel for holding or storing oil; gas can; oil can
mesiine,sewing machine; machine
mesiipig,seal oil
mesugh,liquid; juice; water in marshland; wetness on clothing
mesughtuqagh,something with a high liquid content
mesungesag,killer whale; orca (Orcinus orca)
mesuuna,comb; hairbrush (by extension)
mesuunavag,large ice pick
meteghllug,common raven (Corvus corax)
meteghyagh,eyebrow; eyebrow hair; partition on a sealoil lamp
metengtagh,dorsal fin
metghagh,commote eider (Somateria mollissima) ; parka made of eider skite with feathers
metghaghrag,a certain edible plant that grows in sandy soil (Honckenya or Arenaria peploides); oysterleafs (Mertensia maritime)
metghapig,common eider (Somateria mollissima) ; parka made of eider skin with feathers
metghigh,type of stitch
mezighqumangilngugh*,one who is sloppy, untidy
mighyasnguyug,nausea
mighyastagh,one with a weak stomach
miglegrungigh,young female tusked walrus with calf
miig,loud noise, like thunder
miikevleghagh,faint or distant noise
miinglute,wall
miisiisigh,vessel for soaking things
miitghutagh,vessel for soaking things
miksagagh,two year old bull walrus
miksagaghpag,four year old bull walrus
mileg,patch on boot sole
milughru,the number nine (in a counting or finger naming jingle for children)
miluqutagh,edible sea creature with tough skin and dark orange insides
miluta,first fall ice
miluusaghqagh,offering (usually a piece of meat)
mimeghnaagh,tree stump with roots
minegh,scum
minglegruniigh,young female tusked walrus with calf
mingle,wall; fence; boundary; side of mountain at base; horizon
mingllute,wall; fence; boundary
mingugusigh,washboard
mitegha,ochre; red dye stone
mitiinge,meeting
mitinge,meeting
mughayanegh,deep soft snow
mughnegh,sealskin strip folded and sewn between sole and upper part of a skinboot; welt
mughniqagh*,high sealskin boot with hair side in, used in summer
mughunniigh,season or activity of hunting by traveling over the sea on
mughunniighte,hunter on the sea ice
mughuyanegh,deep snow
mugu,group of travelers in the distance; caravan seen in the distance
mugurite,track(s) of wandering reindeer herders
mugutite,gear necessary for travelling a long distance
mule,nipple
mumegh,drumstick (stick for beating a drum)
mumigtellegh,translation; act of turning over; something turned over
mumigtisigh,spatula
muuga,sweetness; sweets
muutagh,material that someone has asked to have work done on
naafqemmi,at the time of bad weather
naaghsagh,match (for lighing fire)
naagsagh,target
naakaghqagh,step, foster or adoptive mother
naaknaagh,aunt, in the sense of one's uncle's wife; bad mother; stepmother through father's remarriage
naalkagh,seat of pants
naalkutaagh,found thing
naangellegh,residue
naanghagh,fat (especially cow walrus); cow walrus blubber
naangilngugh,motherless child
naangnegh,leftover; end
naangngwaaghaate,swing for playing
naangqugh,piece of ivory (hard part); tusk (hard part)
naangqughtagh,ivory piece on keel of boat
naa,mother
naapniighta,trapper
naaqa,small surf wave
naarqagh,scalp of animal including skin from face
naasaghagh,marker indicating something
naasqughiitagh,headband
naasqughllug,aged (for eating) fish head
naasqugh,head; leader
naasquvrag,bowl; rounded container
naavellegh,ruin(s); broken piece(s)
naavghusagh,item given in exchange for something
naayghagh,mountain
naayghagh*,mountain
naayghaleketaagh,small hill with large rocks
naayghiinagh,northwest
naayvaghagh,little lake
naayvagh,lake
naayviinagh,southsoutheast
naflugh,joint; hinge; crack in ice
nagatusigh,earphone; stethoscope
naghaaghute,toy; plaything
naghaaghutraagh,cartoon
naghaalgute,playmate
naghpiiteleg,bearded seal (Erignathus barbatus)with bright band over the "shoulder" area
naghpiite,lasso
naghqugh,rheumatism
naghqutkagh,feed (for dogs or other animals)
naghqwaagh,bone; framing member (as of house)
naghsagh,seal
naghullgute,harpoon; harpoon rope
naghuseghagh,hunting equipment
naghuyaaghagh*,baby gull
naghuyagh,gull; seagull (Larus sp.)
naghuyapig,glaucous gull (Larus hyperboreus)
nagnaaqute,fur trim around hem of parka
nagsalghagh,obstacle
nagtuqagh,button
naguqagh,female that had just given birth
naguqute,first conceived child (term used by a woman only)
naguyagh,unnatural growth; tumor
nakaghllegh,sea ice extending far out to a specific location
nakaghtagh,foreign object; imported material
nakaghya,east; east wind; northeast
nakasug,bladder
nakasugraagh,light bulb
nakasugtagh,float for net
nakasuwaagh,light bulb; Japanese glass fishnet float found on beach
nakeghagh,stick tied at the end of a fishnet and used to anchor it in place
nakeghsaasigh,target
nakeghsaate,target
nakmikegkagh,chosen one
nakreg,hook; gaff
nalgelpeniite,large bundle of skins
nalighnegh,some part or the other
nalla,that which corresponds in time or space
nalle,that which corresponds in time or space
nalleqligh*,relative (kin)
nallunatute,without certainty
nalluniilkutagh,marker
nalluyugsaghaate,riddle
nalqigtagh,relative (kin); clansman
nalqiiwhagh,careless person
nalqu,relative (kin); fellow clan member; family member; community member
nalugtagh,decoy duck; duck used as decoy
nalugtiite,bird decoy line
nalugutagh,dead bird used as a decoy
nalugvig,airfield or airport; landing strip; place where birds, planes, etc., land
nampe,number; numeral
nanaaghagh*,polar bear cub
nanaagh,polar bear skin with fur
nanevgagh,old man
nanevgaghtagh,father
nangaghallegh,way of life; culture; personality; behavior; form; lore
nangaghnegh,way of life; culture; personality; behavior; form; lore
nangllaghagh,edge of a harpoon's tip;  blade cover
nangllegsiisigh,supplication; prayer
nangqwaleg,yellow-billed loon (Gavia adamsii)
nangsagagh,male partner of male, from another clan, with whom one would cooperate and exchange wives
nangyaghnagh,danger
nangzeghagh*,hard seal blubber
nanigh,covered part of stern of boat; oil lamp
nanilghagh,lamp stand
naniqetagh,covering of stern of  boat
nanqeg,stomach of herbivorous animal
nanqigtista,judge
nanqigtivig,court
nanughaghtagh,skin pants with special design on back worn only by strongest men
nanughhaghagh*,polar bear (Ursus maritimus) cub
nanugh*,polar bear (Ursus maritimus)
napaatagh,pole and flag for signaling during a hunt
napaghusagh,prize given in a competion
napaghyagh,mast; pole; post
napaqagh,pole on land
napaqetagh,stake
napaqiligh,rockthrowing game played in a sitting position
napaqutagh,stake
napatagh,pillarlike mass of ice on ice field; pillar; post
napaziigh,stem of plant (especially mountain sorrel (Oxyria dignya) or dwarf fireweed (Epilobium latifolium))
napena,soft wood
naplugh,joint; hinge; crack in ice
napu,crosspiece of sled; birdnetting blind
nasaghagh,hood for travelling
nasaghiitagh,head scarf
nasagh,parka hood
nasaghug,covering of frost or ice over rock jutting up from the water; frozen spray on rocks in or near ocean
nasallengugh,Sabine's gull (Xema sabini)
nasaperagh,hat; cap
nasaperaleg,brownheaded bird species
nasigutagh,stick with bulge on end
nasiqute,example
nasqinaagh,stump of tree; tree trunk
nasqughiitagh,headband; rope which fits over the head used in a certain gymnastic type activity
nategh,entry or front outer room of the traditional dome-shaped house, the mangteghapik; lower level; floor; bottom part of a boat, mountain, etc.
natiite,heavy sinew thread used to sew sole onto a skinboot
naverugllag,very far away
nayag,sister (older or younger) of male
nayigh,hollow area under the surface of the ground or ice; crevice
nayugh,site; position
nayvaghagh,pond
nazighagh,long-haired ring seal (Phoca hispida)
nazikagh,de-haired and scraped reindeer skin
nazisungagh,shorthaired ring seal (Phoca hispida)
nefku,meat hung outside to dry
nefkutagh,pole used to hang meat to dry
nefkuuragh,dried meat
nefsukaghllegh,slush ice temporarily stuck at edge of fast ice
negaghagh,snare made of baleen for catching ducks
negagh,snare; bird snare
negaghpag,fishnet
negaghpawaagh,grating (or lattice) inside (under?) kettle
negeve,rip open (of seam)
neghesta,parasite
neghightagh,something or someone that goes way back; thing from long ago
neghista,parasite
neghnagh,crab
neghnapig,king crab (Paralithodes camtschatica)
neghnavregagh,rock crab (Hyas lyratus or Hyas coarctatus ?)
neghpigagh,main living area
neghqughrug,skeleton; very skinny person
neghqusi,cut up food for dogs
neghqusitagh,dog food container
neghqute,feed (for dogs or other animals)
neghqutkagh,feed (for dogs or other animals)
neghqwaagh,bone; framing member (as of house)
neghqwaaghtagh,bone strip running the length of the keel of skin boat
neghsagh,seal (in general)
neghsanghagh,rope made from seal skin
neghsapig,adult ring seal (Phoca hispida)
neghusigh,dish; plate; meal
neghyaghqagh,food
negili,neck opening of garment; collar
negilitaate,trimming at the neck of a woman's hoodless garment
negitelqwaagh,hollow area in collarbone
neguya,ringworm; skin infection
nekaghqagh,building site; place for something to be located
nekeggmellegh,peace
nekegneghagh,floor plan
nekginagh,powdery snow
nekreg,hook; gaff
nemegh,lashing; type of stitch
nemeghyagh,kelp type; snake; serpent
nemghutagh,rope, cord, thong, etc. used for lashing
nenegh,act of eating
nengaa,daughter's husband (sonin-law); brother-in-law (sister's husband)
nengaawagh,a man who is working (according to custom) for the parents of the woman he will marry; sonin-law to be
nengigh,share of a catch
nengighqellegh,division (the process of)
nengiighhagh*,little place; little thing; little old couple (when used in dual)
nengki,prop; support; blind with gun props for hunting
nenglaghnagh,funny thing
nengleg,coldness
nengllitagh,tooth that is abnormally sensitive to the cold
nengllugute,housemate; fellow family member
nenglu,semi subterranean sod house; semisubterrranean house
nengrag,skin ailment characterized by itching and redness; dermatitis
nengtaatagagh,rubber
nengtaatagh,accordion
nengyaapellegagh,"ringtail snail" fish
nengyughllag,great-grandmother
nengyugh,grandmother
nengziig,grasshopper or grasshopperlike insect
nenki,prop; support; blind with gun props for hunting
ne,home; place; household; room of house; couple
nepasanagh,mist; drizzle
nepiigh,silence
nepsigtagh,dish made by mixing frozen and then thawed quvegsi (a certain sourdock type plant, Polygonum tripterocarpum), seal blood and oil
nepsug,wet weather
nepug,the sound of many people talking at once
neqekrag,bread (especially, pilot bread); cracker
neqekrangllaasigh,bread pan
neqekrangllagh,fried bread
neqekrangllaqagh,loaf of bread
neqelghutagh,cache; storage place for food
neqellug,old food
neqenghaghqe,feast
neqengyuqagh,good hunter
neqe,food; flesh
neqesghagh,bait for a trap
neqesupa,glutton
neqinqugh,depression in the ground; valley
neqngwaagh,sweets
neqnighsaasigh,perfume
neqnighsaate,spice; seasoning
netuughnagh,discouraging situation; frustrating situation
nevangqugh,sinker for crabline
nevesqaghnegh,chunk of ice or floe loosely adhering to edge of sea ice floe or field
nevestaasigh,glue
nevestagh,rock sucker (fish)
neviitagh,sodpick
neviite,device for freeing a frozenin hook
nevugh,sod; lump of soil
nevughtagh,sod block lower wall of the traditional dome-shaped house, the mangteghapik
nevyaghagh,baleen strip used for fishing line
ngaayuute,condition wherein floes crowd densely together making boat passage difficult and dangerous
ngayawell,herd; flock
ngelqagh,pelagic cormorant (Phalacrocorax pelagicus)
ngepsighagh,septum of nose
ngetagh,majority
ngevrangilngugh*,sloppy person; slovenly person
ngevreghsaasigh,shoe brush
ngevzite,smoothsurfaced shorefast ice, good for traveling over
ngiiggutagh,weight put on top of something to hold it in place
ngiiggute,weight put on top of something to hold it in place
ngiikaagh,northern pintail (Anas acuta)
ngiikagh,northern pintail (Anas acuta)
ngilvil,herd; flock
ngurngighugh,woman's husband's brother's wife (sisterin-law in this one limited sense)
nguugragh,whale flesh
nguulghute,stick for stretching boot soles; crosspole in the traditional dome-shaped house, the mangteghapik
nguutngug,wart
nguuyngaaghagh*,housefly
nighug,light; brightness; radiance
nighugyug,yellow color
nighwaagrag,glass
niigh,rod added on drying rack for additional used such as hanging meat
niighraate,thin rope for weaving
niighragh,cage; gate
niightuute,frame for drying for sealskin
niighute,crossbeam in ceiling of the aagra, the inner room of the traditional dome-shaped house, the mangteghapik
niillegh,frame, square and vertically positioned, for splitting and drying walrus hide
niillghwaagh,soda cracker
niilquta,rope used to fasten skin onto drying frame
niite,lashing of baby walrus hide holding skin to boat frame; rack hanging from ceiling of house used for drying clothes or storage
nisku,kerosene heater
nughagh,caribou or reindeer calf
nughaghqagh,reindeer calf; skin of reindeer calf
nughhagh,woman's sister's child; niece or nephew of a woman through her sister
nughllu,seal breathing hole in ice
nughtughagh,small shiny fish type; "delta" smelt
nugiigh,kayak harpoon
nugru,loop; noose
nugyaghagh,entryway to tunnel (saaygu) of semisubterranean house (nenglu)
nukaghagh,second wife in a polygamous marriage
nukagh,stone or iron scraper
nukalpigagh,young man
nukeggnagh,dirt; filth
nukegsuketagh,person who abhors dirty work
nulighhighagh,widower
nulighh,wife
nulighhwaagh,exchange wife
nulighqalgute,man's wife's sister's husband; brotherin-law (in this one limited sense)
nulighqullghiig,man and wife; married couple.
nuliigh,wife
nuliighqagh,wife-to-be
nuliingqalgute,man's wife's sister's husband; brotherin-law (in this one limited sense)
nullu,rump; buttock; upper part of hill or mountain
nulugh,icefishing gear; teabag
nuluusigh,fishing rod and reel; jigging equipment
nunaagh,camp; village; town; city
nunaghllag,world (the earth); continent; city
nunalgute,fellow countryman; neighbor
nunangiig,type of codfish
nunanigh,cause of joy; enjoyable thing (music, story, etc.)
nuna,land; village; place; ground; floor
nunapallaate,thumping sound
nunavag,walrus on ice
nunavallegh,area of ice floe or field frequented by walruses and stained by walrus feces
nungighaghnegh,drawstring tube on skinboot
nungighaghniisigh,type of stitch
nungighsiitet,stitches which form the tube for a drawstring around the top of a skinboot
nungighta,drawstring
nungyaghagh,entryway to tunnel (saaygu) of semisubterranean house (nenglu)
nunivag,rosewort plant (Sedum rosea)/(Rhodiola atropurpurea), greens, tundra 
nunivagsaghugh,type of gull
nunivagseghagh,tundra vegetation; bird type
nuqaghta,spring (as in a steel trap)
nuqeghate,bowstring
nurgugtagh,part of skin boat
nurgu,loop; noose
nusugniighusigh,snare made of baleen
nusugteqagh,loop (to make a knot easy to untie (as the loops made when tying a shoelace))
nutaghagh,new thing
nutaghite,newly formed and thickened sea ice with a smooth surface, no pressure ridges and no snow cover
nutaghlite,newly formed ice that has become thick
nutaqiigh,frost snow on sea ice; new ice with frost crystals on surface
nuteghagh,young adult
nutemtagh,older ice floe or field with accumulated snow covering
nuufig,eye of needle; eyelet; hole for threading
nuug,surfaced seal
nuulgute,crosspiece in roof of the traditional dome-shaped house, the mangteghapik
nuunquta,bubble(s) surfacing on the ocean from a bearded seal's call before it surfaces after diving deep
nuuvig,eye of needle; eyelet; hole for threading
nuuvusigh,needle threader
nuuyvag,knowledgeable elder
nuvagllug,slime; fish slime
nuvag,drool; saliva
nuvakatagh,kind of kelp
nuverraasigh,knitting needle
nuvug,point; tip
nuvukraasigh,sewing needle
nuvukraate,lace
nuvukrug,point or tip of knife, needle, etc.
nuvulqugnag,long-necked or soft-shelled clam (called "red-tip")
nuyagh,hair
nuyekligh,older or oldest one
nuyeklighpigagh,the very oldest one
nuyilegh,ice field that is beginning to break up with narrow open leads
nuzigh,one's child's spouse's parent; one's child's motherin-law or father-in-law
paaghqata,belt fastened crisscross on to a long-handled dipnet
paagna,that one up there, away from the water or up above; that one to the north
paallghu,small insect found in dark, dusty or musty places
paame,pump
paamkaate,whaling gun with explosive projectile
paamyug,protruberance at base of harpoon
paangghute,doublebladed paddle for kayak
paangghutngwaagh,sorrel (Rumex beringensis or Rumex graminifolius)
paaragh,handlebar of sled; bar at lower back of sled
paara,handlebar of sled; bar at lower back of sled
paarghu,appendix (anatomical)
paaskaghqagh,strip of skin or fabric for top of skinboot; edging material for use around an opening
paaslagh,upper part of the forearm bone
paasligh,cuff of sleeve of garment
paasqutagh,bag made from two sealskins sewn together
paatgutagh,racketlike device used in traditional game; tennis racket
paawagh,sealskin pegged out on  the ground to dry
paaw,grain of wood
paawra,baking soda
paayghagh,belt made from the material on the edge of a sealskin
paayghutagh,screw
paaypele,bible
pagavesengwaagh,kneehigh man's skin-boot of reindeer leg
pagelevzeghagh,fine powder
paggaag,windy sound; noise of wind
paghnegh,the lower part of leg under the knee
pagitagh,inheritance; something left for someone as an inheritance; keepsake
pagkwaagh,area right below foothills; base of the mountains slightly higher than the plain
pagrugagh,tufted puffin (Lunda cirrhata)
pagula,dust; cloudiness in liquid
paguneghqegkagh,dish of reindeer tallow, seal oil, snow and berries; Eskimo "ice cream"
paguneghqutagh,crowberry shrub
pagunghagh*,crowberry (Empetrum nigrum or Empretum subholarcticum); berry (in general)
pagunghaghpag,prune
pagunghangeltagh,raisin
pagutet,material (usually pebbles) put under flooring of the traditional dome-shaped house, the mangteghapik
pakagusigh,lever
pakemna,the one up above; the up on the  mountain
pakestiyaghmii,man in skin boat who throws out the first float of the harpoon line, positioned in boat behind the striker
pakestiya,rope running from gunnel to mast of boat
pakfalla,west
pakignegh,greedy person; grabby person
pakregnegh,narrow curved neck of a dried walrus stomach; duodenum; nonanatomical elbow
pakreg,curved carving knife
palaghhagh,small amount
palaghyuketagh,one that is rude, inconsiderate, impolite
palaqanite,lesser; little bit; not too much
palatute,a little at a time
paliqagh,(sun)tanned thing
palluggnagh,rough water
palughtagh,sea otter (Enhydra lutris); beaver (Castor canadensis)
palutagh,brace (as used in making a skin boat)
pamyughagh,tailbone; coccyx
panaaghaq,toy, little or makeshift spear; peg used to anchor to the ice a walrus carcuss in water
panalghuta,side pole in summer tent
pana,spear
panellegh,ash; burned spot; scar from burning
pangalgusigh,snowmachine
pangegh,visitor from Chukotka to St. Lawrence Island
panigkagh,stepdaughter; adopted daughter
panignagh,favorite daughter
panig,daughter
panilqusigh,daughter  (12-16 years of age)
paniraagh,daughter from a temporary wife
papaghnagh,boiled dried meat stored with fat in sealskin bag in preparation for winter
papalghutagh,pepper shaker or other container
papa,pepper
papasqugh,fish tail; narrow end of baleen
papeghagh,hill alongside a moutain
papeg,tail of land mammal
papekullutagh,tail of bird
papeleg,wolf (shaman's word)
papgiiragh,one with a short tail or no tail
papi,dried seal meat that had been cooked and stored in a sealskin poke with seal oil
paprangi,vigor; quickness
paqnate,weapon; protection
para,butter
paseghagh,frost on skin boat
paseragh,edible root type
pasinegh,frame; body; window frame
pasingug,area of face to the side of the nose near the nostril
paskete,basket
paslitagh,wedge for splitting wood
patala,however it wasn't possible to do as asked
pateghnegh,width
pategh,marrow; core of tree or plant; graphite of pencil
pateghtutala,width
patgutagh,racketlike device used in traditional game; tennis racket
patugnagh,frosty weather; freezing rain
patug,crust of frost
pawiile,butt of gun
payaaqe,calf of leg; woman's fancy knee-high bleached sealskin boot
payeghmute,against the grain; facing eachother
paye,outer part edge of opening; mouth of river, den or passageway; area near entrance; hatch of kayak; opening; dipnet made of baleen
peggusigh,clothing not worn at night
peghhiisigh,hand washing implement such as towel, water or soap
peghhugh,moist grime (such as dirt, oil, blood or grime from food)
peghlaaghwagh,traditional men's contest where competitors crouch down and jump to a drumbeat until exhausted
peghnegh,place where bending occurs; joint; inside of joint
peghqinegh,wise or clever person or animal
peghqinellegh,wisdom
peghwaagh,something buried or covered; something stored or aged underground
peghyi,snowdrift on the way after a storm
pekeqaagh,type of sweettasting root
peknegh,sweet-tasting tuber of tall cottongrass plant (Eriophorum angustifolium). taken from mouse (vole) caches
pekuutagh,shovel; halibut; turbot
pekuutaghraag,northern shoveler duck (Anas clypeata); ray; skate
pelaatagh,blotting paper
pelaaye,playing card
