Qilughwaaghneng Wayaallghiik

qilughwaaghneng	qilughwaagh[N][Abl_Mod][Unpd][Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-te[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-te[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-te[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-te[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~i[V→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~aghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~aghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~aghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~aghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~aghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~aghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-~aghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-–ghte[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-te[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-te[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piig-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piig-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piig-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piig-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piig-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piig-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piig-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-te[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-te[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-te[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-te[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-te[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-te[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	piigh-te[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-aq[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-te[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-te[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-agh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-te[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-te[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	pi-ugh[V→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
